,fraud_bool,income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,payment_type,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,employment_status,credit_risk_score,email_is_free,housing_status,phone_home_valid,phone_mobile_valid,bank_months_count,has_other_cards,proposed_credit_limit,foreign_request,source,session_length_in_minutes,device_os,keep_alive_session,device_distinct_emails_8w,device_fraud_count,month
99729,1,0.7000000000000001,0.0868787456858885,-1,98,60,0.0059571287463194,97.86871056559671,AA,1595,8312.776514168141,4479.711603773586,5895.84648453552,1,3,CA,172,1,BA,0,0,30,0,200.0,0,INTERNET,8.29096340276227,other,1,2,0,0
99855,1,0.6000000000000001,0.8515314019746512,-1,53,20,0.0134127883754925,-0.1160336132519158,AC,2907,4580.504925467008,6133.989379647936,5561.825457253956,0,10,CA,208,0,BA,0,1,-1,0,2000.0,0,INTERNET,4.2104688371615016,windows,0,2,0,2
99962,1,0.9,0.902709633680598,-1,52,30,0.0111212025562385,-0.5062094942901121,AB,2072,5261.447255647707,4955.273511257964,4334.02611505831,1767,7,CA,310,0,BA,1,0,1,0,500.0,0,INTERNET,1.8012209210434411,other,1,1,0,4
99977,1,0.8,0.1412609531798072,-1,58,40,0.0206424858890039,-0.6104211149643184,AB,1763,4763.443537808817,3243.9369264765,4402.144940716351,1,13,CA,273,1,BA,0,1,15,0,1000.0,0,INTERNET,2.386792756871224,windows,0,1,0,6
100018,1,0.8,0.2337404345227429,-1,354,50,0.0127641514150091,-0.6322694234062803,AB,2320,4237.854606303739,3007.506242878237,5166.95993905754,29,5,CA,221,1,BB,0,1,9,0,200.0,0,INTERNET,13.228623807826397,linux,1,1,0,5
100099,1,0.9,0.2406792618905589,-1,41,50,0.0252284511359573,-1.2880967063343456,AD,432,4565.693958181837,3575.378951473409,4924.321369515155,34,2,CA,132,1,BC,0,1,15,0,200.0,0,INTERNET,22.517170181856685,windows,0,2,0,4
100127,1,0.7000000000000001,0.0367703078021002,-1,11,20,0.001404977858809,-0.2837188067869616,AC,1467,1034.33752830673,3044.434694969093,3063.198976457393,2,3,CB,192,0,BA,0,0,20,0,500.0,0,INTERNET,25.78864584774535,windows,0,1,0,7
100172,1,0.9,0.1034897000557623,-1,97,50,0.0260692291936143,-1.0642212529194093,AC,4371,7396.038690404829,4766.816304831265,6803.085670533734,0,8,CA,183,1,BA,0,1,-1,0,500.0,0,INTERNET,7.8667065265782545,windows,0,1,0,0
100176,1,0.6000000000000001,0.1268803020801355,-1,58,70,1.0715695101224736,10.17527059251756,AA,3720,2300.6800198026763,4862.4366478792135,4033.8506048858208,2,1,CC,121,1,BD,0,1,2,0,500.0,0,INTERNET,6.740436027983747,windows,1,1,0,6
100245,1,0.9,0.9908110876257608,-1,62,60,0.0263105209349145,-0.7204359292229168,AC,750,744.3624661703354,5795.369591562598,4693.603290953288,0,1,CA,256,1,BA,1,0,-1,0,1000.0,0,TELEAPP,4.5147655300577805,windows,0,0,0,3
100341,1,0.8,0.8666529283212784,-1,151,60,0.0182369943048028,-1.142292263166096,AB,2376,3592.669310653017,2477.587319625464,3057.8415426467027,21,4,CC,214,0,BA,0,1,28,0,500.0,0,INTERNET,12.034908420907223,windows,0,1,0,7
100426,1,0.9,0.5737794114429514,32,3,30,0.0149667582470914,-0.2527597748819913,AB,801,5406.768020094189,5011.834575259667,5365.864148560535,30,3,CA,243,1,BA,0,1,1,0,1500.0,0,INTERNET,3.795264169140641,windows,1,1,0,1
100627,1,0.9,0.0120461703693744,-1,90,40,0.0164666376432718,-0.6295057972457097,AB,1119,7898.44895930615,5738.980014125868,4873.376660024593,2,9,CB,303,0,BA,1,0,28,0,1500.0,0,INTERNET,4.25581177379178,windows,0,1,0,3
100643,1,0.3,0.0472411822437851,-1,72,40,0.0136481031269604,-1.6056550534842526,AA,1480,7425.551024781282,6113.352273876582,6643.564605299585,1,12,CD,100,1,BC,0,1,5,0,200.0,0,INTERNET,6.8850725932325725,windows,1,1,0,0
100779,1,0.5,0.909876989579602,-1,143,60,0.000334748597805,-0.7098397129944543,AC,1370,9198.343118608607,5035.554594910295,5573.960292108384,0,2,CC,221,0,BA,1,0,30,0,200.0,0,INTERNET,5.423487326142026,windows,0,1,0,1
100864,1,0.7000000000000001,0.1740226860046009,-1,274,50,0.0105126273499656,26.33024103342861,AA,1474,3483.02050082745,4556.604638104317,5941.887107722896,13,3,CB,137,0,BA,0,1,1,0,500.0,0,INTERNET,6.488397123086572,windows,1,1,0,7
100901,1,0.1,0.3522082244986997,-1,179,50,0.0288622165165825,-1.0895133024995234,AB,3041,6111.732831164478,4821.027269886853,5198.707776966195,9,8,CC,26,1,BC,1,0,5,0,200.0,0,INTERNET,11.484458262058768,windows,1,1,0,2
100909,1,0.9,0.2774399760707299,-1,170,40,0.0101866297470155,-1.2085649073717029,AC,438,7599.344042652398,2552.9279060013605,4281.667435654128,1,3,CB,304,0,BA,0,1,-1,0,1500.0,0,INTERNET,14.65316508376159,other,0,1,0,4
101077,1,0.9,0.1088731644374959,-1,42,30,0.035473402958178,-1.6367523697942148,AB,1239,1219.9705735296886,2796.885585673584,4325.181082120319,12,10,CA,67,1,BA,1,1,30,0,200.0,0,INTERNET,11.360262494042914,other,0,1,0,6
101121,1,0.9,0.7494906124284487,11,274,40,22.85274723423367,-0.56116264103943,AB,973,3076.299376300586,3040.358004139931,3117.127889295407,9,7,CB,169,1,BB,0,1,6,0,200.0,0,INTERNET,23.07854198135102,linux,0,1,0,7
101398,1,0.1,0.2300204767529803,-1,69,20,0.0260135906600469,-0.9153359363049068,AB,3290,8076.341289965179,5483.386824441577,4147.946246155053,51,7,CA,90,1,BB,1,1,25,0,200.0,0,INTERNET,14.825151743673215,linux,0,2,0,5
101697,1,0.9,0.9980897546191448,-1,97,50,0.0160988885482763,-0.7140150279422559,AC,1088,6836.175517378414,6020.084146827287,4248.937514368448,0,5,CC,296,0,BA,1,1,-1,0,1000.0,0,INTERNET,3.364093814825857,windows,1,1,0,5
101744,1,0.9,0.9957159183893028,-1,123,50,72.71181508166094,-1.2159127624134751,AC,2244,3928.2360509975592,2776.432303511597,3694.755820180854,1,4,CA,218,1,BA,1,0,-1,0,500.0,0,INTERNET,3.6706273039608153,other,0,1,0,6
101795,1,0.9,0.8760036356028452,-1,189,40,0.0159697317833112,-0.4149132336192347,AC,798,244.84979613797768,5666.926890197318,4216.426719554102,1,7,CA,335,1,BA,0,1,-1,0,1500.0,0,INTERNET,5.331070986162784,windows,0,1,0,6
101906,1,0.9,0.7366567919216445,-1,143,60,0.0230031939395444,-0.8390829849733457,AD,907,5602.700940254847,4482.330923798301,4300.943914968892,626,2,CC,290,1,BB,0,1,20,0,1000.0,0,INTERNET,13.104660974943602,windows,1,1,0,5
101979,1,0.3,0.7106810948692492,-1,356,40,0.0214957555431938,-1.0782447203750072,AD,2028,11111.7576322158,7326.465563909177,3126.9193179893214,9,4,CA,131,0,BA,0,1,31,0,200.0,0,INTERNET,10.132472414824727,other,0,1,0,0
102014,1,0.7000000000000001,0.2343160509798273,-1,38,30,0.0158275927723811,-1.727845484622816,AD,2289,11032.426507750002,6731.400429798723,6652.401012032796,1,13,CA,96,0,BA,0,1,10,0,200.0,0,INTERNET,51.95697639118534,windows,1,2,0,0
102042,1,0.9,0.2041319646233632,-1,105,40,0.0023401979826861,-1.1087503161471428,AC,1477,6846.304982168679,4694.490465908587,4783.480494131018,1,4,CA,180,0,BA,0,1,-1,0,500.0,1,INTERNET,4.5521075115532526,other,0,2,0,3
102136,1,0.1,0.6455020047938366,-1,133,40,0.0035956264570681,-0.4112576842526589,AC,2494,11936.754876672008,4861.588070000135,5579.769391242937,0,5,CA,157,0,BA,0,1,-1,0,1500.0,0,INTERNET,13.266527172332877,linux,1,1,0,2
102190,1,0.7000000000000001,0.724712584003519,-1,141,50,0.0037677335497102,-1.2704517059069331,AC,768,1781.549766910564,2044.843400280177,3339.872318560336,0,2,CA,314,1,BA,0,1,-1,0,1500.0,0,INTERNET,2.6360647273289235,linux,1,1,0,6
102390,1,0.9,0.511084169327177,-1,193,30,0.0160051158353489,-1.2268989316990604,AA,1369,4888.021550793493,3339.935547725368,3994.300604056885,15,4,CA,243,0,BA,0,1,6,0,990.0,0,INTERNET,6.031074806547157,windows,0,1,0,7
102524,1,0.9,0.9949114962527348,-1,70,30,0.0329071144022534,-0.9424595706734706,AB,888,3534.4770145242383,2877.754549629277,4370.751734400057,1,2,CA,184,1,BA,0,1,31,0,500.0,0,INTERNET,1.3895621968541916,windows,0,1,0,6
102531,1,0.8,0.0708981964761167,-1,167,50,0.015853234759054,-0.6033407293049082,AB,884,8322.222645218757,5681.649596025194,4747.379281643462,604,3,CA,76,1,BB,1,0,25,0,1500.0,0,INTERNET,1.3280216237945803,windows,0,1,0,4
102605,1,0.4,0.2484535590139109,-1,342,70,0.0125976682599862,25.70245871104856,AA,2324,7823.445442911494,4523.703560338446,6863.412256073967,11,1,CA,160,1,BA,1,1,25,1,200.0,0,INTERNET,21.475760519117863,other,0,1,0,0
102744,1,0.8,0.0974651250645209,-1,366,40,0.0025868537758164,-1.3017470132110114,AB,936,625.1305470527849,3028.651909157789,4234.175192208808,12,23,CA,173,0,BE,0,1,19,0,200.0,0,INTERNET,9.62760649741049,windows,0,1,0,6
102910,1,0.1,0.1184465878486261,-1,112,30,0.0142201975143627,31.64167749764595,AA,1410,9057.40194869594,5194.345191651488,4326.547158011231,3,15,CA,72,0,BA,1,1,25,0,200.0,0,INTERNET,8.473590922654237,other,0,2,0,1
102955,1,0.9,0.5869515256745159,-1,28,30,0.0235131273150555,-0.6126227282011333,AD,1521,7820.07323424491,4621.274092661311,6618.165960401262,36,19,CA,142,1,BC,0,1,4,0,200.0,0,INTERNET,5.896386800802711,windows,1,1,0,0
103081,1,0.9,0.4804612163029187,-1,53,30,0.0151842602250304,-1.2484821688836745,AC,1397,2931.699161158858,4739.070672769065,5665.861491032487,0,9,CA,188,1,BA,0,1,-1,0,200.0,0,INTERNET,6.561710524814376,windows,0,1,0,2
103172,1,0.5,0.1450447537046356,-1,184,20,0.0251449093493646,47.60871790079789,AA,1567,8940.121405262162,5365.300078608278,6641.418357423137,1,9,CA,148,1,BE,1,1,30,0,1500.0,0,INTERNET,4.608166478829512,linux,1,1,0,0
103226,1,0.8,0.4800576368061878,-1,49,40,0.0218860171525296,-0.4350121658947097,AC,1815,8376.132920555248,5315.453318317697,4874.141746081608,1,8,CA,295,0,BA,0,1,-1,0,1500.0,0,INTERNET,7.815703333755994,windows,1,1,0,4
103253,1,0.1,0.0825932189067082,-1,36,50,0.0035148143961997,-0.4507964902601426,AC,1566,11442.643230594682,7120.981214536067,6706.442239157822,8,6,CC,141,1,BC,0,1,28,0,200.0,0,TELEAPP,5.61246401986273,windows,1,1,0,0
103433,1,0.1,0.993218877693922,-1,67,20,0.0153310387723254,92.12013898112636,AA,1192,8330.72742782464,6708.346917548007,6709.436650637379,37,6,CA,79,1,BB,0,1,25,0,1500.0,0,INTERNET,12.92807152549465,windows,0,1,0,0
103610,1,0.6000000000000001,0.3336312599732354,83,3,30,0.0118769847540982,-0.9886719187508728,AB,630,4127.076024878026,1881.0845741287333,6295.639299997621,30,7,CA,216,1,BC,0,1,1,0,200.0,0,INTERNET,1.50693887367317,windows,0,1,0,7
103654,1,0.8,0.6154275111365181,-1,72,30,0.0124313852006337,-0.9032949786269344,AB,1286,10870.27145145219,5111.712736377288,5581.221643311711,1766,13,CA,199,1,BB,0,1,30,0,200.0,0,INTERNET,2.1341704559473063,other,0,1,0,1
103764,1,0.9,0.9053304659614037,26,-1,30,0.0076904130630572,-1.4167750069548852,AB,1628,3737.8758457071553,2846.615478175568,5596.36799526957,245,9,CA,241,1,BA,0,1,25,0,1500.0,0,INTERNET,7.293116634185166,windows,0,1,0,2
103915,1,0.7000000000000001,0.0073458699028013,-1,208,30,0.0356303267429492,-1.06162527138596,AD,2747,8003.910196541543,4490.9580820514175,4752.093949679213,8,10,CF,263,0,BB,0,1,3,0,1500.0,0,INTERNET,3.724927100784989,windows,0,1,0,4
103928,1,0.9,0.2319710341919552,-1,106,30,0.021772412531435,-0.2233837296098518,AB,2803,1054.97526468215,5310.121487150976,4375.791349693008,19,12,CA,157,0,BA,0,1,25,0,500.0,0,INTERNET,1.844610397624877,windows,1,1,0,5
104036,1,0.9,0.6043819396468484,-1,68,70,0.0091035848229667,-0.4996930490194221,AD,1596,5739.923127387324,3090.594635808958,3051.203887062871,14,1,CC,187,0,BA,0,1,9,0,1500.0,0,INTERNET,2.0450194583787384,windows,0,1,0,7
104070,1,0.6000000000000001,0.0337552440656185,-1,46,30,0.0052499820388194,-0.9100409491150508,AC,1387,701.7872467498312,3151.774051332751,3518.456225161088,1,8,CC,96,0,BA,0,1,28,0,200.0,0,INTERNET,4.430434764970286,windows,0,1,0,7
104072,1,0.8,0.0594610544988224,105,1,30,0.0025984488424734,-0.8778888948405646,AD,1624,5102.359581614646,4461.762352332153,6345.186067640979,12,12,CA,204,0,BC,0,1,1,0,200.0,0,INTERNET,3.099240302945309,other,1,1,0,0
104102,1,0.9,0.4054362994251365,-1,36,50,17.960679816384093,-0.8069494321212777,AC,3059,5469.244263489269,4249.070873994866,4916.361557661046,0,8,CA,103,1,BC,0,1,-1,0,200.0,0,INTERNET,25.240697063331453,windows,0,1,0,7
104170,1,0.8,0.4882969534155592,-1,74,30,0.0133151515800842,-1.1328596082292948,AC,152,4429.331815456188,2732.6691352299003,3061.3048205668024,0,4,CA,297,0,BA,0,1,-1,0,2000.0,0,INTERNET,1.0382217949385308,other,1,1,0,7
104245,1,0.9,0.6730030439331651,-1,31,40,0.0106372931092584,-0.5405059990177938,AA,1562,10903.190953722778,5717.763865022896,4918.941762564074,2,7,CA,180,1,BA,1,1,-1,0,500.0,0,INTERNET,7.651140498117706,windows,0,1,0,3
104386,1,0.7000000000000001,0.1131048731079475,-1,190,40,0.0212794305744791,-0.9685689046200884,AC,847,5741.721647349403,4558.767037675393,5461.814971015323,1,2,CA,279,1,BA,0,1,-1,0,1500.0,0,INTERNET,1.4408415916372386,windows,0,1,0,1
104443,1,0.9,0.7136097546162851,-1,88,20,0.0053063923885361,-1.1774299942887467,AC,1082,3125.96905026875,4705.322566876444,4873.669144110441,1,3,CB,92,1,BD,1,0,-1,0,2000.0,0,INTERNET,3.6138445192031465,other,0,0,0,4
104461,1,0.8,0.6318285989902431,-1,219,20,0.0271432107121587,-1.2892535887357823,AC,2564,4766.709800709831,2455.7776162089635,4206.429883208436,0,4,CA,164,0,BE,1,1,-1,0,1000.0,0,INTERNET,4.826315441689133,windows,1,1,0,5
104512,1,0.9,0.6591853241746595,-1,105,40,0.0148014589928392,-0.6817467990789083,AC,886,850.0824396366188,3942.3967745723207,5096.566262244041,83,6,CA,180,1,BA,0,1,-1,0,1000.0,0,INTERNET,5.47277448015423,windows,1,1,0,1
104642,1,0.7000000000000001,0.8019838633657587,-1,276,30,8.874536884228059e-05,39.69094205264772,AA,4384,7461.435497884814,5448.44702853039,5072.5364110724,10,8,CA,214,1,BA,0,1,6,0,1000.0,0,INTERNET,8.752448960194032,windows,1,1,0,3
104799,1,0.8,0.9921422444090694,-1,270,30,0.030994962677534,50.96639224676812,AA,1527,6991.761124117908,4526.489399597617,3163.5332967461145,1,13,CB,93,1,BA,0,1,15,0,500.0,1,INTERNET,8.337662912061088,windows,0,1,0,7
104811,1,0.6000000000000001,0.1471252492463339,-1,162,70,0.0078685607957514,-1.144021770754783,AB,813,1600.5254762540335,4915.339806582319,5571.54805799782,1,5,CA,103,1,BA,0,0,30,0,1000.0,0,INTERNET,17.182301184375106,windows,1,2,0,2
104931,1,0.9,0.2951778872079371,-1,318,30,0.0065405655900587,-0.3948478750939506,AC,426,4969.553219108596,3910.083519842895,5294.4790287373,0,15,CA,215,1,BA,1,1,-1,0,1500.0,0,INTERNET,0.2817943208655669,macintosh,0,1,0,1
104955,1,0.9,0.0918148506189216,-1,21,40,0.0291061161093647,-1.15289906924567,AC,1010,5251.012954232046,4085.680282696,4199.126469706906,1,6,CE,223,1,BC,0,1,-1,0,1500.0,1,INTERNET,5.078362297627573,windows,1,1,0,5
105015,1,0.9,0.2990466500334302,-1,135,40,0.0165454034885889,-0.7315263609156375,AB,1211,4044.192466405061,3668.5141893283007,5953.7472606511865,7,14,CB,179,1,BA,0,1,10,0,200.0,0,INTERNET,3.5766649360863707,windows,1,1,0,0
105024,1,0.1,0.1451792976247539,-1,375,50,1.3639128487486576,-1.5740634544728829,AC,532,2118.2714657319048,6952.376759194623,6655.254419115974,0,5,CA,46,1,BA,0,1,-1,0,200.0,0,INTERNET,12.812658541173466,other,0,1,0,0
105063,1,0.9,0.5183524022835408,32,15,60,0.0095724960823453,-0.3744052713328769,AB,516,2318.137287500065,6734.2855540624605,3136.439532416013,1,4,CA,224,1,BA,0,1,28,0,1500.0,1,INTERNET,45.41508260109102,windows,0,2,0,7
105188,1,0.4,0.1278179691223846,-1,138,60,0.0087051443535071,45.76471366808134,AA,1029,3027.9754183567616,3229.724079130921,3121.320553964895,12,3,CA,209,0,BA,1,1,30,0,1500.0,0,INTERNET,4.934369238546728,macintosh,0,1,0,7
105209,1,0.1,0.8499548802396573,-1,370,80,0.0071361967161744,-1.9244156681117888,AB,1368,8401.278259536684,3162.3342607745094,3107.573371081839,8,1,CC,314,0,BA,1,1,5,0,1500.0,0,INTERNET,6.186005177038642,windows,0,1,0,7
105346,1,0.9,0.0718220858358474,-1,79,50,0.0231512885383622,-0.9622436818037564,AB,812,4179.23830574475,3157.6166821769384,3903.9647238668767,1,8,CA,333,1,BB,0,1,1,1,1500.0,0,INTERNET,2.297862764725358,windows,1,1,0,7
105353,1,0.9,0.8050577198175977,-1,161,40,0.0064595708138072,-0.870028502211183,AB,835,4224.144767998226,2801.880554796476,3066.483582236613,9,7,CA,310,1,BA,1,1,30,0,1500.0,0,INTERNET,0.9149672612130192,linux,1,1,0,7
105366,1,0.8,0.883819284423767,-1,37,60,0.0057940854836443,-0.735171824709726,AC,1162,6519.052576990577,6030.221190453148,5142.536565558781,0,2,CC,212,1,BD,1,0,25,0,1500.0,0,INTERNET,8.514607302891537,other,1,1,0,3
105399,1,0.6000000000000001,0.3271846196743817,-1,234,20,0.0095535570156445,-1.0150043875841268,AC,3116,1702.519033491208,2700.7132101321263,4226.211972068949,1,2,CA,280,0,BA,0,1,-1,0,1500.0,0,INTERNET,1.5904528027763625,windows,0,1,0,5
105617,1,0.6000000000000001,0.4213238675778277,-1,99,30,0.0064991509825171,-0.9328327964817692,AC,2231,7367.7203874703955,3739.576041064192,4377.184468861515,0,14,CA,72,0,BB,0,1,-1,0,200.0,0,INTERNET,2.6278637288933675,windows,0,2,0,4
105746,1,0.9,0.2852899424083631,-1,141,50,0.0105048199632289,-0.9669603258470708,AD,1092,6484.9137173111,3043.1629327371643,3079.668545845777,15,2,CA,309,1,BB,0,1,1,0,1500.0,0,INTERNET,3.938779791170314,windows,1,1,0,7
106040,1,0.9,0.7371176344629099,-1,132,60,0.0052464586908082,-0.7517541868074994,AC,1878,2163.479381599853,4906.9625652938375,4395.530778383021,0,3,CA,191,0,BA,0,1,-1,1,500.0,0,INTERNET,2.6744498372511143,other,1,1,0,4
106130,1,0.6000000000000001,0.3025773528107045,147,137,50,0.0029019729356814,49.385515945266896,AA,1528,2481.363590648654,3122.527129682652,4247.319704385204,76,3,CE,198,1,BA,1,1,20,0,1500.0,0,INTERNET,4.4438159125478185,windows,1,1,0,6
106156,1,0.9,0.7246521427120569,-1,146,30,0.0237570149942872,-1.1995101924545737,AD,1630,5497.32865351786,4915.952963862799,4114.294636777821,13,5,CA,227,1,BA,0,1,1,0,1000.0,0,INTERNET,4.769948183380553,macintosh,1,1,0,6
106237,1,0.1,0.2274379056042635,-1,97,30,0.0009891496447441,-1.5732986543049834,AD,963,8369.190833957213,5449.444372445508,6788.482242394134,6,9,CE,72,1,BA,0,1,6,0,200.0,0,INTERNET,3.4769291153542734,windows,0,1,0,0
106270,1,0.2,0.2400923742045432,-1,113,50,0.0265225873290456,-1.1693524592837148,AC,1546,4755.665394690976,4695.910710511341,4840.012954809788,0,2,CA,131,1,BA,1,1,-1,0,200.0,0,INTERNET,19.961740969959468,windows,0,1,0,4
106366,1,0.9,0.2436909281635827,-1,42,20,0.0142917046544367,-0.6334841073442604,AB,608,1247.3075658747375,2608.823202645049,3857.61189992921,10,11,CA,251,1,BA,0,1,28,0,990.0,0,INTERNET,2.2771109476326648,windows,0,1,0,5
106411,1,0.8,0.0553174747232575,-1,308,50,0.0184043391987221,-1.5266519850561575,AC,1231,5263.103033639412,5127.690883265282,4385.3937726839495,0,5,CA,121,1,BA,1,1,-1,0,200.0,0,INTERNET,53.55007678934126,windows,0,1,0,4
106417,1,0.8,0.8958417601731148,-1,39,30,0.0012338960212917,-0.5840179378632848,AC,2102,5674.167731318793,4848.537802079073,4368.074038029221,1,12,CA,159,0,BA,0,1,-1,0,200.0,0,INTERNET,13.601592642198426,windows,0,1,0,4
106441,1,0.9,0.2937047432013879,-1,75,50,0.010954783475898,-1.194375694738469,AB,1092,1765.1324242804474,5114.10400023726,5322.710357363102,1,7,CA,254,1,BB,0,1,30,0,1500.0,0,INTERNET,2.316552255824072,other,0,1,0,1
106511,1,0.3,0.5903456975379991,-1,67,30,0.0016485229847036,-1.3231519822988176,AB,1331,3206.106778535277,5429.507280797009,4219.453070720459,11,22,CA,61,0,BA,0,1,1,0,200.0,0,INTERNET,6.039647838713025,other,0,1,0,6
106573,1,0.8,0.1264553531252464,-1,37,40,0.0104961435621268,-1.8521547376542653,AD,4050,7948.365577698358,6535.496115523744,5902.560423221088,10,10,CA,77,1,BA,0,1,1,0,200.0,0,INTERNET,4.794213479518874,windows,0,1,0,0
106606,1,0.9,0.0649692436005884,-1,87,50,0.0054227465407989,-0.8053880958507195,AC,817,7774.910540636819,4263.031329555809,4648.239577676957,0,9,CB,140,1,BB,0,1,-1,0,200.0,0,INTERNET,10.352202031787224,windows,0,1,0,3
106612,1,0.9,0.8883616097263284,-1,39,50,0.0052156672887789,-0.6701731788145155,AD,2839,8675.14832209383,5892.58359684312,3752.921301817607,14,7,CB,98,1,BC,0,1,25,0,200.0,0,INTERNET,4.456841530950976,macintosh,1,1,0,0
106671,1,0.9,0.0633887338347897,-1,37,50,0.0250891970404893,-0.9015802968298036,AB,1696,3473.268520091909,7266.589934263219,6321.5478338439625,33,2,CA,234,1,BA,0,1,24,0,1500.0,0,INTERNET,7.450688695587147,other,1,1,0,0
106733,1,0.4,0.1063023195961591,-1,28,50,0.0240626202657174,47.56396096581973,AA,3338,9667.477378448712,5826.53041326883,3766.862086871037,40,3,CC,200,1,BB,1,1,5,1,500.0,0,INTERNET,5.985174802275982,windows,1,1,0,0
106847,1,0.8,0.8763227561102945,-1,119,30,0.0146280560583106,-1.0773530493083143,AC,3021,6622.50528981258,3046.208583993748,4195.602808710813,0,9,CA,79,0,BC,0,1,-1,0,200.0,0,INTERNET,49.80402208280724,macintosh,0,1,0,5
106935,1,0.3,0.9324430787486891,-1,307,50,1.5750257292111378,-1.6076995559141,AB,1765,1801.8522969860944,8623.677678761123,5421.366282989313,2,2,CC,320,1,BA,1,1,20,0,1500.0,0,INTERNET,4.309539836293542,windows,0,1,0,1
107133,1,0.8,0.4173531441749314,-1,261,20,32.16939098280738,44.18804536018455,AA,1771,6214.334142859614,3601.9289857689937,6668.138156410319,8,13,CA,173,1,BA,0,1,20,0,500.0,0,INTERNET,5.987016261076577,other,0,1,0,0
107173,1,0.8,0.1692866237267918,-1,267,50,0.0124704762961425,-1.1955982005982224,AB,765,7508.00456120846,5957.90188350306,6630.491956007964,1,4,CA,117,1,BA,0,0,30,0,1500.0,0,INTERNET,2.919614781584212,windows,1,1,0,0
107214,1,0.9,0.8854802548755131,-1,141,40,0.0158951566081994,-1.693107859366925,AB,797,5058.895837931486,5458.49763408115,4254.023831224019,817,19,CA,341,0,BC,0,1,1,1,1500.0,0,INTERNET,2.6246352366937646,windows,0,1,0,5
107348,1,0.9,0.9172710660752847,-1,99,50,0.005778742731877,-0.8380384558494169,AB,1289,4570.657621129178,2728.030720429485,4365.872251704238,13,6,CA,217,0,BA,1,0,30,0,1000.0,0,INTERNET,4.414589431828516,windows,0,1,0,5
107400,1,0.9,0.2149711133165084,-1,110,40,0.6804496843709631,-0.5230810881944363,AC,1178,4834.524241243778,3379.665314197278,4382.522549971063,1,6,CA,195,0,BB,0,1,-1,0,2000.0,1,INTERNET,7.224150594166522,linux,0,1,0,4
107426,1,0.8,0.7763587926591841,-1,359,30,0.0041173598553543,-1.0133354732744786,AB,2413,3567.281963556632,2475.365004942407,4453.813031389512,1,5,CA,130,1,BE,0,1,27,0,500.0,0,INTERNET,9.833186092763384,windows,1,1,0,5
107541,1,0.9,0.6497930152609481,-1,189,50,0.024089597705164,105.1483690104242,AA,4249,8022.735605400358,5319.944180763797,6364.9092807313245,2,24,CA,164,0,BA,1,1,25,0,500.0,0,INTERNET,5.986398387764338,windows,0,1,0,0
107562,1,0.1,0.3528225908517131,-1,44,50,0.0195502401339232,-1.6829578288652984,AC,1130,9737.71121570744,5107.602430917317,4091.229552402663,1,6,CA,107,1,BC,0,1,-1,0,200.0,0,INTERNET,1.6233089639796254,windows,0,1,0,5
107649,1,0.7000000000000001,0.7907642572644141,-1,180,40,0.0105071917661576,-1.1748864017012728,AC,1825,5157.829697649394,4622.087720675921,4328.749546800685,0,5,CA,277,0,BA,0,1,-1,0,1500.0,0,INTERNET,3.131974539783698,windows,1,1,0,5
107728,1,0.9,0.1403476590002149,-1,283,50,0.0031073968062483,-0.5302636743217171,AC,1438,5456.979223885739,4360.9246765483,4286.2202458230895,1,2,CC,272,0,BA,0,1,-1,0,500.0,0,INTERNET,2.265557852908969,windows,0,1,0,6
107773,1,0.8,0.2424240672453141,-1,372,60,0.0012635684561423,35.086534472589385,AA,5803,4529.83139460666,3260.51834303123,4422.773434831624,11,1,CB,137,1,BA,0,1,28,0,200.0,0,INTERNET,4.710900505818722,windows,0,1,0,4
107780,1,0.9,0.1858545764586326,-1,60,80,0.0120905106679005,-1.0041374994538443,AB,1097,4215.979290176426,4527.531596386356,5730.2954586791175,2,3,CA,37,0,BA,0,1,30,0,200.0,1,INTERNET,4.8241437763049335,windows,0,1,0,2
107849,1,0.7000000000000001,0.2592725180151382,-1,157,30,0.0077230605180942,-1.5240031551228752,AD,1897,8158.159385276819,6792.810167641809,6675.929473848,9,15,CA,77,1,BC,0,1,28,0,200.0,0,INTERNET,4.2591602657156375,other,0,1,0,0
107872,1,0.9,0.0851429352286817,-1,161,50,0.0233809750980522,-1.3996265752919776,AC,765,9282.908988599274,5709.580706767541,5110.470590311172,1,4,CA,202,1,BA,1,1,-1,0,1500.0,0,INTERNET,1.3205560263135194,windows,1,1,0,1
107909,1,0.5,0.1368447809896438,-1,97,20,0.0340157966748937,-1.0039479540761058,AB,1127,6585.433494186214,4942.639822680884,4926.626377885049,10,8,CA,146,0,BB,1,1,1,1,500.0,0,INTERNET,4.543311180177894,windows,0,1,0,4
107918,1,0.2,0.1023245627447793,-1,359,50,0.0018516306389769,-0.6237910429258388,AC,1751,8760.984328184893,6661.489297793921,6796.272332813322,1,8,CA,57,0,BA,1,1,-1,0,200.0,0,INTERNET,4.3895684313329,other,1,2,0,0
107932,1,0.2,0.4404026632260195,-1,42,20,0.0233321534668062,-0.8305855539670948,AD,772,6135.412194622834,4625.165348221392,5386.281917605002,0,3,CA,2,0,BE,0,1,30,0,200.0,0,INTERNET,4.601665557942559,macintosh,1,2,0,2
